Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"BCRX","BIOCRYST PHARMACEUTICALS INC","Health Care","Equity","36,780,904.26","0.05","36,780,904.26","5,087,262.00","7.23","United States","NASDAQ","USD","1.00","USD","-"
"SEM","SELECT MEDICAL HOLDINGS CORP","Health Care","Equity","36,669,790.08","0.05","36,669,790.08","2,728,407.00","13.44","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ARCB","ARCBEST CORP","Industrials","Equity","36,662,767.70","0.05","36,662,767.70","558,458.00","65.65","United States","NASDAQ","USD","1.00","USD","-"
"SHLS","SHOALS TECHNOLOGIES GROUP INC CLAS","Industrials","Equity","36,659,248.47","0.05","36,659,248.47","4,105,179.00","8.93","United States","NASDAQ","USD","1.00","USD","-"
"KALU","KAISER ALUMINIUM CORP","Materials","Equity","36,479,131.65","0.05","36,479,131.65","391,365.00","93.21","United States","NASDAQ","USD","1.00","USD","-"
"STBA","S AND T BANCORP INC","Financials","Equity","36,200,617.53","0.05","36,200,617.53","921,839.00","39.27","United States","NASDAQ","USD","1.00","USD","-"
"HTO","H2O AMERICA","Utilities","Equity","36,194,081.30","0.05","36,194,081.30","769,105.00","47.06","United States","NASDAQ","USD","1.00","USD","-"
"ELME","ELME","Real Estate","Equity","36,169,169.26","0.05","36,169,169.26","2,151,646.00","16.81","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"QDEL","QUIDELORTHO CORP","Health Care","Equity","36,137,215.95","0.05","36,137,215.95","1,650,855.00","21.89","United States","NASDAQ","USD","1.00","USD","-"
"SBH","SALLY BEAUTY HOLDINGS INC","Consumer Discretionary","Equity","36,119,685.65","0.05","36,119,685.65","2,479,045.00","14.57","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TERN","TERNS PHARMACEUTICALS INC","Health Care","Equity","36,061,346.16","0.05","36,061,346.16","1,752,252.00","20.58","United States","NASDAQ","USD","1.00","USD","-"
"NBHC","NATIONAL BANK HOLDINGS CORP CLASS","Financials","Equity","36,052,073.62","0.05","36,052,073.62","968,621.00","37.22","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FUN","SIX FLAGS ENTERTAINMENT CORP","Consumer Discretionary","Equity","36,019,034.16","0.05","36,019,034.16","2,332,839.00","15.44","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"REAL","THE REALREAL INC","Consumer Discretionary","Equity","36,016,015.68","0.05","36,016,015.68","2,326,616.00","15.48","United States","NASDAQ","USD","1.00","USD","-"
"ICFI","ICF INTERNATIONAL INC","Industrials","Equity","35,963,696.66","0.05","35,963,696.66","448,537.00","80.18","United States","NASDAQ","USD","1.00","USD","-"
"CENX","CENTURY ALUMINUM","Materials","Equity","35,960,488.28","0.05","35,960,488.28","1,289,831.00","27.88","United States","NASDAQ","USD","1.00","USD","-"
"XPRO","EXPRO GROUP HOLDINGS NV","Energy","Equity","35,789,776.77","0.05","35,789,776.77","2,522,183.00","14.19","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TNK","TEEKAY TANKERS LTD CLASS A","Energy","Equity","35,610,579.24","0.05","35,610,579.24","585,604.00","60.81","Bermuda","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LKFN","LAKELAND FINANCIAL CORP","Financials","Equity","35,553,442.32","0.05","35,553,442.32","605,268.00","58.74","United States","NASDAQ","USD","1.00","USD","-"
"ABR","ARBOR REALTY TRUST REIT INC","Financials","Equity","35,532,472.00","0.05","35,532,472.00","3,837,200.00","9.26","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ATRO","ASTRONICS CORP","Industrials","Equity","35,429,769.36","0.05","35,429,769.36","739,044.00","47.94","United States","NASDAQ","USD","1.00","USD","-"
"ENVX","ENOVIX CORP","Industrials","Equity","35,393,194.20","0.05","35,393,194.20","4,003,755.00","8.84","United States","NASDAQ","USD","1.00","USD","-"
"IIPR","INNOVATIVE INDUSTRIAL PROPERTIES I","Real Estate","Equity","35,329,142.64","0.05","35,329,142.64","679,668.00","51.98","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ARDX","ARDELYX INC","Health Care","Equity","35,309,835.97","0.05","35,309,835.97","5,760,169.00","6.13","United States","NASDAQ","USD","1.00","USD","-"
"GTY","GETTY REALTY REIT CORP","Real Estate","Equity","35,227,664.00","0.05","35,227,664.00","1,280,075.00","27.52","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TRUP","TRUPANION INC","Financials","Equity","35,230,455.64","0.05","35,230,455.64","902,882.00","39.02","United States","NASDAQ","USD","1.00","USD","-"
"WT","WISDOMTREE INC","Financials","Equity","35,184,309.00","0.05","35,184,309.00","2,969,140.00","11.85","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HRMY","HARMONY BIOSCIENCES HLDG INC","Health Care","Equity","35,159,417.34","0.05","35,159,417.34","1,066,083.00","32.98","United States","NASDAQ","USD","1.00","USD","-"
"EWTX","EDGEWISE THERAPEUTICS INC","Health Care","Equity","35,135,566.32","0.05","35,135,566.32","1,635,734.00","21.48","United States","NASDAQ","USD","1.00","USD","-"
"COLL","COLLEGIUM PHARMACEUTICAL INC","Health Care","Equity","34,967,128.80","0.05","34,967,128.80","779,820.00","44.84","United States","NASDAQ","USD","1.00","USD","-"
"NSSC","NAPCO SECURITY TECHNOLOGIES INC","Information Technology","Equity","34,940,588.76","0.05","34,940,588.76","840,322.00","41.58","United States","NASDAQ","USD","1.00","USD","-"
"JBLU","JETBLUE AIRWAYS CORP","Industrials","Equity","34,903,642.76","0.05","34,903,642.76","8,042,314.00","4.34","United States","NASDAQ","USD","1.00","USD","-"
"STEL","STELLAR BANCORP INC","Financials","Equity","34,860,638.43","0.05","34,860,638.43","1,145,601.00","30.43","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WERN","WERNER ENTERPRISES INC","Industrials","Equity","34,849,960.56","0.05","34,849,960.56","1,404,108.00","24.82","United States","NASDAQ","USD","1.00","USD","-"
"NEOG","NEOGEN CORP","Health Care","Equity","34,711,938.92","0.05","34,711,938.92","5,315,764.00","6.53","United States","NASDAQ","USD","1.00","USD","-"
"TCBK","TRICO BANCSHARES","Financials","Equity","34,473,959.64","0.05","34,473,959.64","757,836.00","45.49","United States","NASDAQ","USD","1.00","USD","-"
"ARI","APOLLO COMMERCIAL REAL ESTATE FINA","Financials","Equity","34,326,222.60","0.05","34,326,222.60","3,456,820.00","9.93","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"XHR","XENIA HOTELS RESORTS REIT INC","Real Estate","Equity","34,233,426.66","0.05","34,233,426.66","2,475,302.00","13.83","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LION","LIONSGATE STUDIOS CORP","Communication","Equity","34,114,924.85","0.05","34,114,924.85","4,980,281.00","6.85","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ARRY","ARRAY TECHNOLOGIES INC","Industrials","Equity","34,097,897.49","0.05","34,097,897.49","3,702,269.00","9.21","United States","NASDAQ","USD","1.00","USD","-"
"GABC","GERMAN AMERICAN BANCORP INC","Financials","Equity","34,079,672.55","0.05","34,079,672.55","862,995.00","39.49","United States","NASDAQ","USD","1.00","USD","-"
"CNMD","CONMED CORP","Health Care","Equity","34,059,854.45","0.05","34,059,854.45","761,795.00","44.71","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CCB","COASTAL FINANCIAL CORP","Financials","Equity","34,047,310.64","0.05","34,047,310.64","314,612.00","108.22","United States","NASDAQ","USD","1.00","USD","-"
"RCUS","ARCUS BIOSCIENCES INC","Health Care","Equity","33,919,016.19","0.05","33,919,016.19","1,671,711.00","20.29","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CENTA","CENTRAL GARDEN AND PET CLASS A","Consumer Staples","Equity","33,843,542.88","0.05","33,843,542.88","1,184,998.00","28.56","United States","NASDAQ","USD","1.00","USD","-"
"ALKT","ALKAMI TECHNOLOGY INC","Information Technology","Equity","33,764,075.16","0.05","33,764,075.16","1,662,436.00","20.31","United States","NASDAQ","USD","1.00","USD","-"
"UTI","UNIVERSAL TECHNICAL INSTITUTE INC","Consumer Discretionary","Equity","33,764,373.27","0.05","33,764,373.27","1,133,413.00","29.79","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PZZA","PAPA JOHNS INTERNATIONAL INC","Consumer Discretionary","Equity","33,619,254.50","0.05","33,619,254.50","795,722.00","42.25","United States","NASDAQ","USD","1.00","USD","-"
"PD","PAGERDUTY INC","Information Technology","Equity","33,466,559.58","0.05","33,466,559.58","2,077,378.00","16.11","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"STAA","STAAR SURGICAL","Health Care","Equity","33,377,310.00","0.05","33,377,310.00","1,218,150.00","27.40","United States","NASDAQ","USD","1.00","USD","-"
"AIN","ALBANY INTERNATIONAL CORP CLASS A","Industrials","Equity","33,311,732.78","0.05","33,311,732.78","730,841.00","45.58","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MODG","TOPGOLF CALLAWAY BRANDS CORP","Consumer Discretionary","Equity","33,301,497.60","0.05","33,301,497.60","3,217,536.00","10.35","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PEB","PEBBLEBROOK HOTEL TRUST REIT","Real Estate","Equity","33,289,323.96","0.05","33,289,323.96","2,940,753.00","11.32","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"INVA","INNOVIVA INC","Health Care","Equity","33,080,913.60","0.05","33,080,913.60","1,510,544.00","21.90","United States","NASDAQ","USD","1.00","USD","-"
"BTDR","BITDEER TECHNOLOGIES GROUP CLASS A","Information Technology","Equity","32,916,224.86","0.05","32,916,224.86","2,191,493.00","15.02","Singapore","NASDAQ","USD","1.00","USD","-"
"MBC","MASTERBRAND INC","Industrials","Equity","32,870,049.80","0.05","32,870,049.80","3,106,810.00","10.58","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WKC","WORLD KINECT CORP","Energy","Equity","32,855,866.68","0.05","32,855,866.68","1,348,763.00","24.36","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TNC","TENNANT","Industrials","Equity","32,765,658.58","0.05","32,765,658.58","449,522.00","72.89","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SPNS","SAPIENS INTERNATIONAL NV","Information Technology","Equity","32,740,528.60","0.05","32,740,528.60","758,585.00","43.16","Israel","NASDAQ","USD","1.00","USD","-"
"NEO","NEOGENOMICS INC","Health Care","Equity","32,731,137.28","0.05","32,731,137.28","3,141,184.00","10.42","United States","NASDAQ","USD","1.00","USD","-"
"ZD","ZIFF DAVIS INC","Communication","Equity","32,735,301.13","0.05","32,735,301.13","1,014,419.00","32.27","United States","NASDAQ","USD","1.00","USD","-"
"HOUS","ANYWHERE REAL ESTATE INC","Real Estate","Equity","32,718,283.88","0.05","32,718,283.88","2,592,574.00","12.62","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DCO","DUCOMMUN INC","Industrials","Equity","32,684,951.40","0.05","32,684,951.40","335,540.00","97.41","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"IMNM","IMMUNOME INC","Health Care","Equity","32,685,802.56","0.05","32,685,802.56","1,865,628.00","17.52","United States","NASDAQ","USD","1.00","USD","-"
"TDOC","TELADOC HEALTH INC","Health Care","Equity","32,546,737.44","0.05","32,546,737.44","4,305,124.00","7.56","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SILA","SILA RLTY TR INC TRUST","Real Estate","Equity","32,493,968.42","0.05","32,493,968.42","1,363,574.00","23.83","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CLMT","CALUMET INC","Energy","Equity","32,426,395.76","0.05","32,426,395.76","1,681,867.00","19.28","United States","NASDAQ","USD","1.00","USD","-"
"SCS","STEELCASE INC CLASS A","Industrials","Equity","32,269,482.00","0.05","32,269,482.00","2,048,856.00","15.75","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VAC","MARRIOTT VACATIONS WORLDWIDE CORP","Consumer Discretionary","Equity","32,095,290.20","0.05","32,095,290.20","686,090.00","46.78","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PHR","PHREESIA INC","Health Care","Equity","31,763,481.75","0.05","31,763,481.75","1,396,197.00","22.75","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DGII","DIGI INTERNATIONAL INC","Information Technology","Equity","31,704,105.11","0.05","31,704,105.11","888,319.00","35.69","United States","NASDAQ","USD","1.00","USD","-"
"HCSG","HEALTHCARE SERVICES GROUP INC","Industrials","Equity","31,683,072.32","0.05","31,683,072.32","1,785,968.00","17.74","United States","NASDAQ","USD","1.00","USD","-"
"UVV","UNIVERSAL CORP","Consumer Staples","Equity","31,677,155.64","0.05","31,677,155.64","590,551.00","53.64","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"USLM","UNITED STATES LIME AND MINERALS IN","Materials","Equity","31,582,762.08","0.05","31,582,762.08","265,134.00","119.12","United States","NASDAQ","USD","1.00","USD","-"
"LZB","LA-Z-BOY INC","Consumer Discretionary","Equity","31,504,338.00","0.05","31,504,338.00","1,011,700.00","31.14","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"QCRH","QCR HOLDINGS INC","Financials","Equity","31,466,891.06","0.05","31,466,891.06","405,658.00","77.57","United States","NASDAQ","USD","1.00","USD","-"
"EFC","ELLINGTON FINANCIAL INC","Financials","Equity","31,469,452.42","0.05","31,469,452.42","2,257,493.00","13.94","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FUBO","FUBOTV INC CLASS A","Communication","Equity","31,434,172.48","0.05","31,434,172.48","8,143,568.00","3.86","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TALO","TALOS ENERGY INC","Energy","Equity","31,417,407.84","0.05","31,417,407.84","2,947,224.00","10.66","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AAOI","APPLIED OPTOELECTRONICS INC","Information Technology","Equity","31,404,933.75","0.05","31,404,933.75","1,322,313.00","23.75","United States","NASDAQ","USD","1.00","USD","-"
"GBX","GREENBRIER INC","Industrials","Equity","31,385,897.70","0.05","31,385,897.70","742,510.00","42.27","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WLDN","WILLDAN GROUP INC","Industrials","Equity","31,376,877.12","0.05","31,376,877.12","336,951.00","93.12","United States","NASDAQ","USD","1.00","USD","-"
"PLAB","PHOTRONICS INC","Information Technology","Equity","31,363,349.92","0.05","31,363,349.92","1,426,904.00","21.98","United States","NASDAQ","USD","1.00","USD","-"
"LADR","LADDER CAPITAL CORP CLASS A","Financials","Equity","31,335,921.00","0.05","31,335,921.00","2,942,340.00","10.65","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PCT","PURECYCLE TECHNOLOGIES INC","Materials","Equity","31,326,317.86","0.05","31,326,317.86","3,167,474.00","9.89","United States","NASDAQ","USD","1.00","USD","-"
"HOPE","HOPE BANCORP INC","Financials","Equity","31,257,767.16","0.04","31,257,767.16","2,994,039.00","10.44","United States","NASDAQ","USD","1.00","USD","-"
"PGY","PAGAYA TECHNOLOGIES LTD CLASS A","Information Technology","Equity","31,259,855.90","0.04","31,259,855.90","1,125,670.00","27.77","United States","NASDAQ","USD","1.00","USD","-"
"WINA","WINMARK CORP","Consumer Discretionary","Equity","31,205,313.09","0.04","31,205,313.09","71,771.00","434.79","United States","NASDAQ","USD","1.00","USD","-"
"DXPE","DXP ENTERPRISES INC","Industrials","Equity","31,166,895.38","0.04","31,166,895.38","318,062.00","97.99","United States","NASDAQ","USD","1.00","USD","-"
"BLX","BANCO LATINOAMERICANO DE COMERCIO","Financials","Equity","31,146,948.00","0.04","31,146,948.00","706,280.00","44.10","Panama","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VERX","VERTEX INC CLASS A","Information Technology","Equity","31,026,878.40","0.04","31,026,878.40","1,578,976.00","19.65","United States","NASDAQ","USD","1.00","USD","-"
"WWW","WOLVERINE WORLD WIDE INC","Consumer Discretionary","Equity","30,943,977.75","0.04","30,943,977.75","1,964,697.00","15.75","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"OUST","OUSTER INC","Information Technology","Equity","30,737,828.49","0.04","30,737,828.49","1,238,929.00","24.81","United States","NASDAQ","USD","1.00","USD","-"
"JJSF","J AND J SNACK FOODS CORP","Consumer Staples","Equity","30,575,673.60","0.04","30,575,673.60","371,064.00","82.40","United States","NASDAQ","USD","1.00","USD","-"
"FDP","FRESH DEL MONTE PRODUCE INC","Consumer Staples","Equity","30,459,212.98","0.04","30,459,212.98","813,113.00","37.46","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DFIN","DONNELLEY FINANCIAL SOLUTIONS INC","Financials","Equity","30,416,728.51","0.04","30,416,728.51","650,069.00","46.79","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AZTA","AZENTA INC","Health Care","Equity","30,326,971.08","0.04","30,326,971.08","989,138.00","30.66","United States","NASDAQ","USD","1.00","USD","-"
"SPB","SPECTRUM BRANDS HOLDINGS INC","Consumer Staples","Equity","30,327,853.66","0.04","30,327,853.66","587,977.00","51.58","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VRE","VERIS RESIDENTIAL INC","Real Estate","Equity","30,275,683.62","0.04","30,275,683.62","1,973,643.00","15.34","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
